TABLE_NAME                               TABLESPACE_NAME                        
RAD_ENCNTR_TYPE_LOGOUT                   D_R_M005                               
RAD_EXAM                                 D_A_M004                               
RAD_EXAM7218DRR                          D_A_M004                               
RAD_EXAM_PRSNL                           D_A_M004                               
RAD_EXAM_PRSNL0891DRR                    D_A_M004                               
RAD_EXAM_PRSNL_HIS2955DRR                D_A_M006                               
RAD_EXAM_PRSNL_HIST                      D_A_M006                               
RAD_EXAM_ROOM                            D_R_M005                               
RAD_EXPOSURE                             D_A_M004                               
RAD_EXPOSURE3747DRR                      D_A_M004                               
RAD_EXPOSURE_DATA                        D_A_M004                               
RAD_EXPOSURE_DATA5733DRR                 D_A_M004                               
RAD_EXPOSURE_VALUES                      D_R_M005                               
RAD_FILM_ADJUST                          D_A_M004                               
RAD_FILM_ADJUST1093DRR                   D_A_M004                               
RAD_FOLD_TRANS_RULE                      D_R_M005                               
RAD_FOLLOW_UP_CONTROL                    D_R_M005                               
RAD_FOLLOW_UP_DEFAULT                    D_R_M005                               
RAD_FOLLOW_UP_FIELD                      D_A_M004                               
RAD_FOLLOW_UP_FIELD_VALUES               D_A_M004                               
RAD_FOLLOW_UP_PRINT_CTRL                 D_R_M005                               
RAD_FOLLOW_UP_RECALL                     D_R_M005                               
RAD_FOL_UP_CONTROL_SECT                  D_R_M007                               
RAD_FOL_UP_FIELD                         D_R_M005                               
RAD_FOL_UP_FIELD_VALUES                  D_A_M004                               
RAD_FOREIGN_REQ_IT2557DRR                D_A_M004                               
RAD_FOREIGN_REQ_ITEMS                    D_A_M004                               
RAD_IMAGE_SYS_CONTROLS                   D_R_M005                               
RAD_INIT_READ                            D_A_M004                               
RAD_INIT_READ7776DRR                     D_A_M004                               
RAD_INT_CASE                             D_R_M005                               
