"Original Value","Param Name","Param Value","Transaction Aliases"
TSWXHPMUH,city_18271,"${RetrievePatientsByIds_616_0.instanceJson.patients[0].healthplanrelationships[0].subscriberinformation[0].subscriberhealthplanreltnship[0].healthplanaddresses[0].city}","(transName='AdmitEncounter_621_0', messageId=115551, aliases='city');(transName='AdmitEncounter_642_0', messageId=115551, aliases='city')"
29763216,personnel_id_10833,"${GetDynamicRoles_417_0.instanceJson.resource_lists[82].roles[0].resources[18].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
15820803,personnel_id_9900,"${GetDynamicRoles_417_0.instanceJson.resource_lists[38].roles[0].resources[3].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
15816300,personnel_id_9908,"${GetDynamicRoles_417_0.instanceJson.resource_lists[38].roles[0].resources[7].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
5449921,list_role_id_17899,"${GetDynamicRoles_588_0.instanceJson.resource_lists[0].roles[1].list_role_id}","(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='role_id')"
7793209,personnel_id_10305,"${GetDynamicRoles_417_0.instanceJson.resource_lists[59].roles[0].resources[1].personnel_id}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='personnel_id')"
4517853,list_role_id_10659,"${GetDynamicRoles_417_0.instanceJson.resource_lists[76].roles[0].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='offset_role_id')"
5449920,list_role_id_17894,"${GetDynamicRoles_588_0.instanceJson.resource_lists[0].roles[0].list_role_id}","(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='offset_role_id')"
16712673,personnel_id_10824,"${GetDynamicRoles_417_0.instanceJson.resource_lists[82].roles[0].resources[12].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
4517854,list_role_id_10666,"${GetDynamicRoles_417_0.instanceJson.resource_lists[76].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
14092754,personnel_id_9980,"${GetDynamicRoles_417_0.instanceJson.resource_lists[41].roles[0].resources[8].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
12468491,slot_type_id_10559,"${GetDynamicRoles_417_0.instanceJson.resource_lists[70].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_id')"
10531731,personnel_id_10813,"${GetDynamicRoles_417_0.instanceJson.resource_lists[82].roles[0].resources[6].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
12468495,slot_type_id_9779,"${GetDynamicRoles_417_0.instanceJson.resource_lists[33].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_id')"
8351202,personnel_id_9976,"${GetDynamicRoles_417_0.instanceJson.resource_lists[41].roles[0].resources[6].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
12468499,slot_type_id_9424,"${GetDynamicRoles_417_0.instanceJson.resource_lists[13].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_id')"
367481207,role_mid_9,"${GetRoleProfile_5_0.instanceJson.role_mid}","(transName='codesdk_get_code_14_0', messageId=3200177, aliases='value')"
4527423,personnel_id_9173,"${GetDynamicRoles_417_0.instanceJson.resource_lists[3].roles[0].resources[1].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
1564697,slot_type_id_9390,"${GetDynamicRoles_417_0.instanceJson.resource_lists[11].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_id')"
12468479,slot_type_id_9121,"${GetDynamicRoles_417_0.instanceJson.resource_lists[0].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_id')"
1564695,slot_type_id_9136,"${GetDynamicRoles_417_0.instanceJson.resource_lists[1].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_id')"
10531750,personnel_id_9207,"${GetDynamicRoles_417_0.instanceJson.resource_lists[3].roles[0].resources[18].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
1753670,slot_type_id_10782,"${GetDynamicRoles_417_0.instanceJson.resource_lists[81].roles[0].resources[0].slots[1].slot_type_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_id')"
2026-04-01T13:00:00Z,begin_dt_tm_11210,"${GetAppointmentAvailability_423_0.instanceJson.result_items[0].suggestions[0].participants[0].participant_date_time.begin_dt_tm}","(transName='GetAppointmentInteraction_430_0', messageId=655303, aliases='appointment_begin_dt_tm');(transName='sch_check_times_433_0', messageId=651603, aliases='beg_dt_tm');(transName='GetFlexingAppointmentGuidelines_435_0', messageId=659623, aliases='dt_tm_value');(transName='GetFlexingAppointmentInstructions_438_0', messageId=659955, aliases='dt_tm_value');(transName='GetAppointmentEncounterMatches_446_0', messageId=655237, aliases='appointmentdate');(transName='AdmitEncounter_477_0', messageId=115551, aliases='estimatedarrivaldatetime');(transName='ORM_OrderWriteSynch_488_0', messageId=560201, aliases='currentstartdttm');(transName='ORM_OrderWriteSynch_488_0', messageId=560201, aliases='oefielddttmvalue');(transName='GetAppointmentInteraction_592_0', messageId=655303, aliases='appointment_begin_dt_tm');(transName='sch_check_times_593_0', messageId=651603, aliases='end_dt_tm');(transName='sch_check_times_593_0', messageId=651603, aliases='beg_dt_tm');(transName='GetFlexingAppointmentGuidelines_594_0', messageId=659623, aliases='dt_tm_value');(transName='GetFlexingAppointmentInstructions_597_0', messageId=659955, aliases='dt_tm_value');(transName='GetAppointmentEncounterMatches_607_0', messageId=655237, aliases='appointmentdate');(transName='GetAppointmentEncounterMatches_630_0', messageId=655237, aliases='appointmentdate');(transName='AdmitEncounter_642_0', messageId=115551, aliases='estimatedarrivaldatetime')"
7097609,ruleid_2108,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[1].notificationrules[5].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
312507,ethnicgroupcd_1988,"${RetrievePatientsByIds_132_0.instanceJson.patients[0].person[0].ethnicgroupcd}","(transName='codesdk_get_code_255_0', messageId=3200177, aliases='value')"
12468483,slot_type_id_10050,"${GetDynamicRoles_417_0.instanceJson.resource_lists[45].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_id')"
1564693,slot_type_id_9168,"${GetDynamicRoles_417_0.instanceJson.resource_lists[3].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_id')"
12468487,slot_type_id_9949,"${GetDynamicRoles_417_0.instanceJson.resource_lists[40].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_id')"
12784910,personnel_id_9187,"${GetDynamicRoles_417_0.instanceJson.resource_lists[3].roles[0].resources[9].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
15820824,personnel_id_10360,"${GetDynamicRoles_417_0.instanceJson.resource_lists[61].roles[0].resources[3].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
"JU KUW 62106",streetaddressline1_18270,"${RetrievePatientsByIds_616_0.instanceJson.patients[0].healthplanrelationships[0].subscriberinformation[0].subscriberhealthplanreltnship[0].healthplanaddresses[0].streetaddressline1}","(transName='AdmitEncounter_621_0', messageId=115551, aliases='streetaddressline1');(transName='AdmitEncounter_642_0', messageId=115551, aliases='streetaddressline1')"
309309,encntrtypecd_18254,"${GetAppointmentRelatedEncounterTypes_601_0.instanceJson.actionmeanings[0].encountertypecds[2].encntrtypecd}","(transName='GetAppointmentEncounterMatches_602_0', messageId=655237, aliases='encountertypecd');(transName='GetAppointmentEncounterMatches_607_0', messageId=655237, aliases='encountertypecd');(transName='GetAppointmentEncounterMatches_630_0', messageId=655237, aliases='encountertypecd')"
2024-06-10,begineffectivedate_17749,"${RetrievePatientsByIds_520_0.instanceJson.patients[0].healthplanrelationships[0].healthplaninformation[0].begineffectivedate}","(transName='AdmitEncounter_621_0', messageId=115551, aliases='begineffectivedate');(transName='AdmitEncounter_642_0', messageId=115551, aliases='begineffectivedate')"
971729993,field_4106,"${GetExternalServicesByIds_240_0.instanceJson.external_services[0].external_service_parameters[0].field}","(transName='rca_call_external_service_241_0', messageId=115170, aliases='string_value');(transName='rca_call_external_service_535_0', messageId=115170, aliases='string_value')"
4389423,healthplanid_17751,"${RetrievePatientsByIds_520_0.instanceJson.patients[0].healthplanrelationships[0].subscriberinformation[0].subscriberhealthplanreltnship[0].subscriberhealthplaninformation[0].healthplanid}","(transName='EEM_GET_HEALTHPLAN_BY_ID_618_0', messageId=4135919, aliases='entity_id');(transName='AdmitEncounter_621_0', messageId=115551, aliases='healthplanid');(transName='AdmitEncounter_642_0', messageId=115551, aliases='healthplanid')"
DOUBLE,data_type_meaning_8968,"${GetFlexPersonToken_300_0.instanceJson.person_tokens[0].tokens[0].data_type_meaning}","(transName='GetDynamicRoles_417_0', messageId=659624, aliases='data_type_meaning');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='data_type_meaning');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='data_type_meaning');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='data_type_meaning');(transName='GetFlexingAppointmentGuidelines_435_0', messageId=659623, aliases='data_type_meaning');(transName='GetFlexingAppointmentInstructions_438_0', messageId=659955, aliases='data_type_meaning');(transName='GetDynamicRoles_588_0', messageId=659624, aliases='data_type_meaning');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='data_type_meaning');(transName='GetFlexingAppointmentGuidelines_594_0', messageId=659623, aliases='data_type_meaning');(transName='GetFlexingAppointmentInstructions_596_0', messageId=659955, aliases='data_type_meaning');(transName='GetFlexingAppointmentInstructions_597_0', messageId=659955, aliases='data_type_meaning')"
15820815,personnel_id_9355,"${GetDynamicRoles_417_0.instanceJson.resource_lists[10].roles[0].resources[2].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
15816335,personnel_id_9912,"${GetDynamicRoles_417_0.instanceJson.resource_lists[38].roles[0].resources[9].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
15816333,personnel_id_9359,"${GetDynamicRoles_417_0.instanceJson.resource_lists[10].roles[0].resources[4].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
15816330,personnel_id_9910,"${GetDynamicRoles_417_0.instanceJson.resource_lists[38].roles[0].resources[8].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
16476028,personnel_id_10367,"${GetDynamicRoles_417_0.instanceJson.resource_lists[61].roles[0].resources[7].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
5065843,list_role_id_9671,"${GetDynamicRoles_417_0.instanceJson.resource_lists[25].roles[0].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='offset_role_id')"
5065844,list_role_id_9681,"${GetDynamicRoles_417_0.instanceJson.resource_lists[25].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
EVENT_CD,key_4065,"${GetExternalServicesByIds_222_0.instanceJson.external_services[0].external_service_parameters[0].key}","(transName='rca_call_external_service_224_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_227_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_229_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_231_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_233_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_235_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_237_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_239_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_241_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_243_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_245_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_524_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_525_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_526_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_527_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_529_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_531_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_533_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_534_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_535_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_536_0', messageId=115170, aliases='key_txt');(transName='rca_call_external_service_537_0', messageId=115170, aliases='key_txt')"
6199992,personnel_id_10510,"${GetDynamicRoles_417_0.instanceJson.resource_lists[68].roles[0].resources[2].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
1751461,list_role_id_10778,"${GetDynamicRoles_417_0.instanceJson.resource_lists[81].roles[0].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='offset_role_id')"
